title,url,category,source,text_to_cluster,cluster
Will Ferrari turn their season around?,https://www.bbc.com/sport/formula1/articles/c9qwd5xwyx3o,Sports,Bbc,ferrari turn season around gloucestershir captain cameron bancroft australian intern ambit,1
Who are the big winners & losers from the NFL Draft?,https://www.bbc.com/sport/american-football/articles/cn8vq77xqzxo,Sports,Bbc,big winner loser nfl draft gloucestershir captain cameron bancroft australian intern ambit,1
'Why hit a single when you can hit six?' - the making of a teen IPL star,https://www.bbc.com/sport/cricket/articles/cx2wvqd3jnzo,Sports,Bbc,hit singl hit six make teen ipl star gloucestershir captain cameron bancroft australian intern ambit,1
Discover the BBC's best sports podcasts,https://www.bbc.com/sounds/category/sport?sort=popular,Sports,Bbc,discov bbc best sport podcast copyright 2025 bbc bbc respons content extern site,2
More from BBC News,https://www.bbc.com/news,Sports,Bbc,bbc news copyright 2025 bbc bbc respons content extern site,2
Where and how to watch BBC News,https://www.bbc.com/news/world-radio-and-tv-14563857,Sports,Bbc,watch bbc news copyright 2025 bbc bbc respons content extern site,2
Premier League,https://www.bbc.com/sport/football/premier-league,Sports,Bbc,premier leagu copyright 2025 bbc bbc respons content extern site,2
European Football,https://www.bbc.com/sport/football/european,Sports,Bbc,european footbal copyright 2025 bbc bbc respons content extern site,2
Instagram,https://www.instagram.com/bbcsport/,Sports,Bbc,instagram copyright 2025 bbc bbc respons content extern site,2
TikTok,https://www.tiktok.com/@bbcsport,Sports,Bbc,tiktok copyright 2025 bbc bbc respons content extern site,2
Facebook,https://www.facebook.com/BBCSPORT,Sports,Bbc,facebook copyright 2025 bbc bbc respons content extern site,2
X,https://twitter.com/BBCSport,Sports,Bbc,x copyright 2025 bbc bbc respons content extern site,2
YouTube,https://www.youtube.com/channel/UCW6-BQWFA70Dyyc7ZpZ9Xlg,Sports,Bbc,youtub copyright 2025 bbc bbc respons content extern site,2
DJ Joe wins Carling Black Label Clash title,https://dailynews.co.zw/dj-joe-wins-carling-black-label-clash-title/,Arts/Culture/Celebrities,Dailynews,dj joe win carl black label clash titl ashley moyo senior lifestyl writer amoyodailynewscozwdj joseph isaac popularli known dj joe say win nation carl black label,1
Reprographic Rights Organisation of Zimbabwe launched...book piracy days numbered,https://dailynews.co.zw/org-launched-to-fight-book-piracy/,Arts/Culture/Celebrities,Dailynews,reprograph right organis zimbabw launchedbook piraci day number tinash nekatistaff writerth reprograph right organis zimbabw rroz task manag reprograph right behalf author publish,0
Jamaican star Dwayno’sromance with Zim continues,https://dailynews.co.zw/jamaican-star-dwaynosromance-with-zim-continues/,Arts/Culture/Celebrities,Dailynews,jamaican star dwayno sromanc zim continu ashley moyosenior lifestyl writermoyoadailynewscozwjamaican dancehal star dwayn dwayno forrest endur relationship set continu novemb 2 mbare netbal complex,1
Sulu dates Cresta Oasis Hotel,https://dailynews.co.zw/sulu-dates-cresta-oasis-hotel/,Arts/Culture/Celebrities,Dailynews,sulu date cresta oasi hotel dendera artist sulumani chimbetu simpli known sulu headlin afro fusion night concert tonight cresta oasi hotel apart,1
SA gospel legend Moholo dies aged 65,https://dailynews.co.zw/sa-gospel-legend-moholo-dies-aged-65/,Arts/Culture/Celebrities,Dailynews,sa gospel legend moholo die age 65 veteran south african gospel artist solomon molokoan popularli known solli moholo die age 65 manag,0
Jacaranda Music Festival kicks off today,https://dailynews.co.zw/jacaranda-music-festival-kicks-off-today/,Arts/Culture/Celebrities,Dailynews,jacaranda music festiv kick today anesu mirisawuentertain writermirisawuadailynewscozwth longawait jacaranda music festiv kick today thornpark polo club capit promis unforgett experi,1
Diamond Platnumz to ignite Kadoma,https://dailynews.co.zw/diamond-platnumz-to-ignite-kadoma/,Arts/Culture/Celebrities,Dailynews,diamond platnumz ignit kadoma entertain writer intern renown bongo flava artist diamond platnumz expect jet countri today much anticip kadoma music,1
"Hector Foya, Qounfuzed join forces",https://dailynews.co.zw/hector-foya-qounfuzed-join-forces/,Arts/Culture/Celebrities,Dailynews,hector foya qounfuz join forc progress chayastaff writerchayadailynewscozwsouth africabas zimbabwean artist hector foya team awardwin qounfuz singl titl foreign vybz accord,1
Baba Harare wows fans in Ruwa,https://dailynews.co.zw/baba-harare-wows-fans-in-ruwa/,Arts/Culture/Celebrities,Dailynews,baba harar wow fan ruwa thembinkosi nyathilifestyl writernyathitdailynewscozwj musician braveman chizvino aka baba harar put remark act ruwa weekendth gener singer,1
BCC pumps US$300kinto Byo Arts Festival,https://dailynews.co.zw/bcc-pumps-us300kinto-byo-arts-festival/,Arts/Culture/Celebrities,Dailynews,bcc pump us300kinto byo art festiv jeffrey muvundusisouthern editorth bulawayo citi father final resolv fund bulawayo art festiv tune us300 000,1
US-donor cuts worry life assurance sector,https://dailynews.co.zw/us-donor-cuts-worry-life-assurance-sector/,Business,Dailynews,usdonor cut worri life assur sector ,3
Milk output up 3pct in Q1,https://dailynews.co.zw/milk-output-up-3pct-in-q1/,Business,Dailynews,milk output 3pct q1 ,1
CBZ declares US$10m dividend,https://dailynews.co.zw/cbz-declares-us10m-dividend/,Business,Dailynews,cbz declar us10m dividend accord group chief legal counsel govern offic rumbidzayi jakanani dividend would paid sharehold regist close busi may 9 2025 payment expect take place may 15 2025 jakanani said,3
Govt cushions wheat farmers,https://dailynews.co.zw/govt-cushions-wheat-farmers/,Business,Dailynews,govt cushion wheat farmer ,1
Vast eyes new concessions. . . as Zimbabwe releases company gems after 15-years,https://dailynews.co.zw/vast-eyes-new-concessions-as-zimbabwe-releases-company-gems-after-15-years/,Business,Dailynews,vast eye new concess zimbabw releas compani gem 15year ,0
Byo pushes for more air traffic,https://dailynews.co.zw/byo-pushes-for-more-air-traffic/,Business,Dailynews,byo push air traffic ,1
"Think outside the box, entrepreneurs told",https://dailynews.co.zw/think-outside-the-box-entrepreneurs-told/,Business,Dailynews,think outsid box entrepreneur told ,1
Econet wins big at ZITF 2025,https://dailynews.co.zw/econet-wins-big-at-zitf-2025/,Business,Dailynews,econet win big zitf 2025 econet largest technolog telecom compani zimbabw also best zimbabwean ict exhibit award zimbabwean exhibit best themat represent award experienti zimbabwean exhibit award 2025 edit zitf held theme industrialis craft integr econom landscap,0
"Khayah proposes delisting, seeks shareholder nod",https://dailynews.co.zw/khayah-proposes-delisting-seeks-shareholder-nod/,Business,Dailynews,khayah propos delist seek sharehold nod ,1
BCC mulls solar farms on cemeteries,https://dailynews.co.zw/bcc-mulls-solar-farms-on-cemeteries/,Business,Dailynews,bcc mull solar farm cemeteri ,1
BCC courts private land developers,https://dailynews.co.zw/bcc-courts-private-land-developers/,Politics,Dailynews,bcc court privat land develop bulawayo citi council bcc seek privat investor develop partner largescal hous project address citi grow hous,1
Farmers urged to embrace insurance,https://dailynews.co.zw/farmers-urged-to-embrace-insurance/,Politics,Dailynews,farmer urg embrac insur insur council zimbabw icz intensifi awar campaign agricultur insur ensur farmer insur recov,0
"Gutu East, Insiza North by-elections date set",https://dailynews.co.zw/gutu-east-insiza-north-by-elections-date-set/,Politics,Dailynews,gutu east insiza north byelect date set presid emmerson mnangagwa proclaim june 14 date parliamentari byelect gutu insiza north constituenciesth byelect occas,1
Zim risks losing out on carbon credits,https://dailynews.co.zw/zim-risks-losing-out-on-carbon-credits/,Politics,Dailynews,zim risk lose carbon credit zimbabw risk miss global carbon credit market opportun due public ignor limit effort demystifi climat chang,3
Ema sounds alarm on wetlands destruction,https://dailynews.co.zw/ema-sounds-alarm-on-wetlands-destruction/,Politics,Dailynews,ema sound alarm wetland destruct environment manag agenc ema express deep concern rampant construct build wetland warn trend,0
Granny duped US$2k by ‘fake’ agent,https://dailynews.co.zw/granny-duped-us2k-by-fake-agent/,Politics,Dailynews,granni dupe us2k fake agent 65yearold woman allegedli dupe us2 000 suspect bogu travel agent samantha chiedza gumbo oper travel,1
Zvimba RDC employee loses promotion bid,https://dailynews.co.zw/zvimba-rdc-employee-loses-promotion-bid/,Politics,Dailynews,zvimba rdc employe lose promot bid zvimba rural district council rdc employe sought high court relief confirm right upgrad grade,0
Man loses R300k in suspected forex fraud,https://dailynews.co.zw/man-loses-r300k-in-suspected-forex-fraud/,Politics,Dailynews,man lose r300k suspect forex fraud harar man lost r300 000 suspect fraudster learnmor jonga promis exchang amount us16 000,1
Zimbabweans top SA illegal entry attempts,https://dailynews.co.zw/zimbabweans-top-sa-illegal-entry-attempts/,Politics,Dailynews,zimbabwean top sa illeg entri attempt zimbabwean identifi lead individu attempt illeg gain entri south africa reveal 2025,1
Fake jobs fraudster convicted,https://dailynews.co.zw/fake-jobs-fraudster-convicted/,Politics,Dailynews,fake job fraudster convict 23yearold man bulawayo allegedli deceiv sever individu fals claim could secur job collect variou amount,1
Kaindu seeks first away win,https://dailynews.co.zw/kaindu-seeks-first-away-win/,Sports,Dailynews,kaindu seek first away win highland head coach kelvin kaindu aim first away win season afternoon side take,1
Jonah Queens aim high,https://dailynews.co.zw/jonah-queens-aim-high/,Sports,Dailynews,jonah queen aim high emmanuel marambecentenarybas northern region women footbal leagu newcom jonah queen set sight promot countri top flight,1
Scottland sink Herentals,https://dailynews.co.zw/scottland-sink-herentals/,Sports,Dailynews,scottland sink herent cloud fusir rufaro stadiumscottland 0 1herent colleg 0 0scottland end threegam winless run hardfought onenil win spirit herent colleg,3
. . . as MWOS reclaim top spot,https://dailynews.co.zw/as-mwos-reclaim-top-spot/,Sports,Dailynews,mwo reclaim top spot mwo fc 0 1manica diamond 1 1mwo fc reclaim pole posit castl lager premier soccer leagu log stand battl back,1
China-bound relay team gets boost,https://dailynews.co.zw/china-bound-relay-team-gets-boost/,Sports,Dailynews,chinabound relay team get boost emmanuel marambechief sport writerzimbabw 4x400m relay team receiv major boost ahead upcom world athlet relay top chines,1
"Bullets, N’ombeyawora clash",https://dailynews.co.zw/bullets-nombeyawora-clash/,Sports,Dailynews,bullet n ombeyawora clash emmanuel marambearmi outfit cranborn bullet host log leader n ombeyawora commando barrack highlight today northern region soccer leagu nrsl,1
FC Platinum add to CAPS United woes. . . as Yadah stun Ngezi Platinum,https://dailynews.co.zw/fc-platinum-add-to-caps-united-woes-as-yadah-stun-ngezi-platinum/,Sports,Dailynews,fc platinum add cap unit woe yadah stun ngezi platinum cloud fusir emmanuel marambecap unit woe continu mount thandolwenkosi brace rufaro stadium yesterday condemn struggl harar,1
Bosso edge Lithium Boys,https://dailynews.co.zw/bosso-edge-lithium-boys/,Sports,Dailynews,bosso edg lithium boy bulawayo giant highland maintain unbeaten record home turf edg bikita miner onenil excit premier soccer,1
US$50 000 for Castle Tankard . . . Ideal View pre-race favourite in 16-strong field,https://dailynews.co.zw/us50-000-for-castle-tankard-ideal-view-pre-race-favourite-in-16-strong-field/,Sports,Dailynews,us50 000 castl tankard ideal view prerac favourit 16strong field emmanuel marambechief sport writerth 2023 winner ideal view favourit year edit countri premier hors race,0
Mhaka shines in Dubai,https://dailynews.co.zw/mhaka-shines-in-dubai/,Sports,Dailynews,mhaka shine dubai cloud fusireseason athlet godwin simbarash mhaka rais countri flag high scoop four gold medal two bronz,1
"Early diagnosis, treatment of haemophilia important",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040905/early-diagnosis-treatment-of-haemophilia-important,Arts/Culture/Celebrities,Independent,earli diagnosi treatment haemophilia import cima health group doctor hellen manyau explain world haemophilia day commemor yesterday observ annual rais,0
"Healthy beginnings, fragile systems: Antenatal care should become a national priority in Zim",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040664/healthy-beginnings-fragile-systems-antenatal-care-should-become-a-national-priority-in-zim,Arts/Culture/Celebrities,Independent,healthi begin fragil system antenat care becom nation prioriti zim import chirara said mother keep schedul postnat care clinic appoint birth babi,3
Fond farewell for Coventry,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040663/fond-farewell-for-coventry,Arts/Culture/Celebrities,Independent,fond farewel coventri secur presid 49 vote first round vote 144th ioc session costa navarino greec,1
High cholesterol levels could cause serious health issues,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040391/high-cholesterol-levels-could-cause-serious-health-issues,Arts/Culture/Celebrities,Independent,high cholesterol level could caus seriou health issu bodi mainli liver intestin produc cholesterol also come food eat,1
Mutize makes triumphant return to Sofar Sounds Harare’s 18th edition,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040390/mutize-makes-triumphant-return-to-sofar-sounds-harares-18th-edition,Arts/Culture/Celebrities,Independent,mutiz make triumphant return sofar sound harar 18th edit music enthusiast follow harar chapter global activ music event startup flock tudor valley guest hous watch care curat artist lineup,1
"Hair, hustle and high society: The Hairdresser of Harare",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040123/hair-hustle-and-high-society-the-hairdresser-of-harare,Arts/Culture/Celebrities,Independent,hair hustl high societi hairdress harar happen queen salon suddenli find dethron citi competit matter surviv,1
"Commitment, investment key to ending TB epidemic",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040124/commitment-investment-key-to-ending-tb-epidemic,Arts/Culture/Celebrities,Independent,commit invest key end tb epidem manema said tb remain lead caus death zimbabw mortal rate 33 per 100 000 exclud hiv tb,3
Film festival celebrates women,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200040122/film-festival-celebrates-women,Arts/Culture/Celebrities,Independent,film festiv celebr women mark 10th edit film fiesta run may 30 june 8 main event set take place harar bulawayo,1
Good oral hygiene contributes towards one’s overall health,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039759/good-oral-hygiene-contributes-towards-ones-overall-health,Arts/Culture/Celebrities,Independent,good oral hygien contribut toward one overal health gum diseas also known periodont diseas chronic bacteri infect affect gum bone support teeth,3
Matobo’s earth colours inspire fashion and lifestyle trends,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039755/matobos-earth-colours-inspire-fashion-and-lifestyle-trends,Arts/Culture/Celebrities,Independent,matobo earth colour inspir fashion lifestyl trend later incorpor andré van rooyen clifford zulu violet ki tui butholezw nyathi initi,1
Early detection and treatment of kidney disease helps prognosis,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039527/early-detection-and-treatment-of-kidney-disease-helps-prognosis,Arts/Culture/Celebrities,Independent,earli detect treatment kidney diseas help prognosi also genet disord call polycyst kidney diseas caus cyst kidney,1
‘How to save Africa’s elephants’,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039526/how-to-save-africas-elephants,Arts/Culture/Celebrities,Independent,save africa eleph research show maintain current eleph number let alon revers declin requir new think conserv innov,0
Mavros inspires designers at Creative Economy fiesta,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039525/mavros-inspires-designers-at-creative-economy-fiesta,Arts/Culture/Celebrities,Independent,mavro inspir design creativ economi fiesta orchestr effort like skill conductor harmonis craftsmanship artistri,3
"Diet and exercise crucial for avoiding, managing diabetes",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039214/diet-and-exercise-crucial-for-avoiding-managing-diabetes,Arts/Culture/Celebrities,Independent,diet exercis crucial avoid manag diabet mungiria said diabet avoid sugari drink process food highfat food refin carbohydr,0
‘I aspire to be like water’: The exquisite prize-winning buildings of Liu Jiakun,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039213/i-aspire-to-be-like-water-the-exquisite-prize-winning-buildings-of-liu-jiakun,Arts/Culture/Celebrities,Independent,aspir like water exquisit prizewin build liu jiakun also requir patienc took 15 year see novel publish china,0
Nhaka to open exhibition to celebrate women solidarity,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039212/nhaka-to-open-exhibition-to-celebrate-women-solidarity,Arts/Culture/Celebrities,Independent,nhaka open exhibit celebr women solidar organis said exhibit celebr strength resili solidar women corner globe,0
The House of Hunger: Visceral mania of psychic fragmentation,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039040/the-house-of-hunger-visceral-mania-of-psychic-fragmentation,Arts/Culture/Celebrities,Independent,hous hunger viscer mania psychic fragment hous hunger serv brutal explor ideolog landscap zimbabw coloni liber period,1
World-class DJ fest returns to Harare,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039039/world-class-dj-fest-returns-to-harare,Arts/Culture/Celebrities,Independent,worldclass dj fest return harar set take place may 17 12hour dj extravaganza promis largest djdriven event countri,1
"Hypertension manageable with lifestyle choices, medical care",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200039038/hypertension-manageable-with-lifestyle-choices-medical-care,Arts/Culture/Celebrities,Independent,hypertens manag lifestyl choic medic care blood pressur defin condit forc blood wall arteri consist high,0
"Early detection, treatment crucial interventions for childhood cancer",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200038603/early-detection-treatment-crucial-interventions-for-childhood-cancer,Arts/Culture/Celebrities,Independent,earli detect treatment crucial intervent childhood cancer rate surviv childhood cancer around 80 highincom countri low 20 low middleincom countri,1
Local school leaves mark on global culinary scene,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200038602/local-school-leaves-mark-on-global-culinary-scene,Arts/Culture/Celebrities,Independent,local school leav mark global culinari scene zimbabw place group b yco alongsid countri mexico austria franc nepal sweden south korea sri lanka unit arab emir wale,1
Sofar unites music lovers worldwide,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200038601/sofar-unites-music-lovers-worldwide,Arts/Culture/Celebrities,Independent,sofar unit music lover worldwid songwrit compos nichola mutuwa well exodu chauk fun tastic 4 complet lineup,1
Most causes of toothache preventable,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200038774/most-causes-of-toothache-preventable,Arts/Culture/Celebrities,Independent,caus toothach prevent prevent gum diseas tooth decay reli three factor said good oral hygien healthi diet regular dental checkup,3
Music Connects Africa’s 2025 accelerator programme open,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200037994/music-connects-africas-2025-accelerator-programme-open,Arts/Culture/Celebrities,Independent,music connect africa 2025 acceler programm open first cohort script bar incub compris 75 creativ zimbabw 25 creativ uk,1
Early detection and patient-centred care important for cancer treatment,https://www.theindependent.co.zw/lifestyle-amp-arts/article/200038773/early-detection-and-patient-centred-care-important-for-cancer-treatment,Arts/Culture/Celebrities,Independent,earli detect patientcentr care import cancer treatment symptom leukaemia children might includ persist fever easi bruis prolong bleed frequent infect,1
"Medicines, lifestyle changes help in managing narcolepsy",https://www.theindependent.co.zw/lifestyle-amp-arts/article/200037694/medicines-lifestyle-changes-help-in-managing-narcolepsy,Arts/Culture/Celebrities,Independent,medicin lifestyl chang help manag narcolepsi explain friend workmat supervisor narcolepsi often manag success medic lifestyl adjust,0
Coping or cracking: Psychological toll of Zim’s informal economy,https://www.theindependent.co.zw/business-digest/article/200041173/coping-or-cracking-psychological-toll-of-zims-informal-economy,Business,Independent,cope crack psycholog toll zim inform economi inform economi protect million peopl financi ruin,3
Procurement key performance indicators simplified analysis (I),https://www.theindependent.co.zw/business-digest/article/200041172/procurement-key-performance-indicators-simplified-analysis-i,Business,Independent,procur key perform indic simplifi analysi key perform indic kpi key provis indepth analysi procur function impact busi impact chang overtim,3
ZSE CEO eyes 25% market cap to GDP,https://www.theindependent.co.zw/business-digest/article/200041165/zse-ceo-eyes-25-market-cap-to-gdp,Business,Independent,zse ceo eye 25 market cap gdp justin bgoni chief execut offic zse told businessdigest ratio figur would reach 20 25 period place bours,1
Telecoms boom as firms invest in new assets,https://www.theindependent.co.zw/business-digest/article/200041166/telecoms-boom-as-firms-invest-in-new-assets,Business,Independent,telecom boom firm invest new asset zida said week telecom sector rapidli transit datadriven servic mobil internet data traffic continu rise,3
Harnessing the power of procurement audits,https://www.theindependent.co.zw/business-digest/article/200040904/harnessing-the-power-of-procurement-audits,Business,Independent,har power procur audit due mani move part procur easi rogu spend seep crack lead fraud seriou complianc infract,1
"Africa’s first AI factory: What it means for Zim, continent",https://www.theindependent.co.zw/business-digest/article/200040903/africas-first-ai-factory-what-it-means-for-zim-continent,Business,Independent,africa first ai factori mean zim contin figur make anyon stop think without access right infrastructur contin truli compet global stage,0
"Rethinking medical aid, pensions in Zim",https://www.theindependent.co.zw/business-digest/article/200040902/rethinking-medical-aid-pensions-in-zim,Business,Independent,rethink medic aid pension zim medic aid scheme zimbabw also lost much sheen,0
Embracing future in post-letterbox epoch,https://www.theindependent.co.zw/business-digest/article/200040901/embracing-future-in-post-letterbox-epoch,Business,Independent,embrac futur postletterbox epoch access email address smartphon mobil number longer luxuri,0
"AfDB to disburse US$1,4m to Zim",https://www.theindependent.co.zw/business-digest/article/200040899/afdb-to-disburse-us14m-to-zim,Business,Independent,afdb disburs us14m zim accord afdb implement progress report us862 million loan disburs april 4 project slate complet two month time,1
"Solgas on expansion drive, to double production in Hwange",https://www.theindependent.co.zw/business-digest/article/200040898/solgas-on-expansion-drive-to-double-production-in-hwange,Business,Independent,solga expans drive doubl product hwang expans follow old mutual zimbabw us73 million invest 2021 construct 53mw solar plant 100hectar site cross mabal,3
KMH injects over US$50m into ZimAlloys,https://www.theindependent.co.zw/business-digest/article/200040897/kmh-injects-over-us50m-into-zimalloys,Business,Independent,kmh inject us50m zimalloy zimalloy manag director deric dube told businessdigest week substanti portion capit outlay use procur equip among prioriti,0
Zimre Holdings set to refocus capex to strategic investments,https://www.theindependent.co.zw/business-digest/article/200040896/zimre-holdings-set-to-refocus-capex-to-strategic-investments,Business,Independent,zimr hold set refocu capex strateg invest eagl reit project commenc last year expect complet 2026,3
"Afreximbank defies global economic headwinds with record US$973,5m profit in 2024",https://www.theindependent.co.zw/business-digest/article/200040785/afreximbank-defies-global-economic-headwinds-with-record-us9735m-profit-in-2024,Business,Independent,afreximbank defi global econom headwind record us9735m profit 2024 zimbabw one 54 african member state particip afreximbank,3
We will halt rapid mushrooming of service stations in Harare: Mafume,https://www.theindependent.co.zw/business-digest/article/200040659/we-will-halt-rapid-mushrooming-of-service-stations-in-harare-mafume,Business,Independent,halt rapid mushroom servic station harar mafum high time mix peopl peopl outsid realign,1
Counterfeit crisis a big threat to economy,https://www.theindependent.co.zw/business-digest/article/200040656/counterfeit-crisis-a-big-threat-to-economy,Business,Independent,counterfeit crisi big threat economi consum council zimbabw chief execut offic rose mpofu note counterfeit challeng uniqu zimbabw said global crisi,3
Huge progress in reducing unclaimed shares,https://www.theindependent.co.zw/business-digest/article/200040655/huge-progress-in-reducing-unclaimed-shares,Business,Independent,huge progress reduc unclaim share mutorogodo ad reason behind low number claim mostli due slow submiss claim due stringent know client requir,1
Canadian firm LARC makes headway in lithium mining,https://www.theindependent.co.zw/business-digest/article/200040654/canadian-firm-larc-makes-headway-in-lithium-mining,Business,Independent,canadian firm larc make headway lithium mine present sharehold firm disclos commenc drill zimbabw asset locat mashonaland central januari,1
"Banks automate, phase out traditional roles",https://www.theindependent.co.zw/business-digest/article/200040653/banks-automate-phase-out-traditional-roles,Business,Independent,bank autom phase tradit role baz believ digit shift present employe opportun upskil transit new role better suit digit economi,3
Gold investor’s Nasdaq listing plan hits snag,https://www.theindependent.co.zw/business-digest/article/200040652/gold-investors-nasdaq-listing-plan-hits-snag,Business,Independent,gold investor nasdaq list plan hit snag merger expect form us609 million entiti would trade stock nasdaq secondlargest american stock exchang,1
CABS strikes fresh deals to bolster Zim economy,https://www.theindependent.co.zw/business-digest/article/200040376/cabs-strikes-fresh-deals-to-bolster-zim-economy,Business,Independent,cab strike fresh deal bolster zim economi period loan advanc rose 1437 us19203 million major support commerci industri sector,3
Labour rights under threat as company woes persist,https://www.theindependent.co.zw/business-digest/article/200040375/labour-rights-under-threat-as-company-woes-persist,Business,Independent,labour right threat compani woe persist interview businessdigest alpz chairperson caleb muchech said compani must prioritis fair labour practic,0
Choppies records US$1m loss on sale of Zim unit,https://www.theindependent.co.zw/business-digest/article/200040372/choppies-records-us1m-loss-on-sale-of-zim-unit,Business,Independent,choppi record us1m loss sale zim unit accord choppi unaudit interim financi result six month end decemb 31 2024 supermarket chain zimbabw unit cash drain,3
Zim banks explore syndicate financing amid cash crunch,https://www.theindependent.co.zw/business-digest/article/200040373/zim-banks-explore-syndicate-financing-amid-cash-crunch,Business,Independent,zim bank explor syndic financ amid cash crunch liquid crunch caus hawkish monetari fiscal polici meant preserv artifici valu zig,1
Old Mutual Zim invests US$20m in tech upgrade,https://www.theindependent.co.zw/business-digest/article/200040374/old-mutual-zim-invests-us20m-in-tech-upgrade,Business,Independent,old mutual zim invest us20m tech upgrad compani chief execut offic samuel matseket told businessdigest invest would support growth initi across variou busi line,3
Caledonia executives strike gold,https://www.theindependent.co.zw/business-digest/article/200040356/caledonia-executives-strike-gold,Business,Independent,caledonia execut strike gold bank group past year cull 500 accord estim zibawu predict bloodbath 2025 oper respond techdriven upheav,1
Old Mutual investments skew towards alternatives,https://www.theindependent.co.zw/business-digest/article/200040105/old-mutual-investments-skew-towards-alternatives,Business,Independent,old mutual invest skew toward altern financi year end decemb 31 2024 omz chairperson kumbirayi katsand said credit line support key sector economi,3
Arrest journalists at your own peril: US ambassador,https://www.theindependent.co.zw/local-news/article/200041417/arrest-journalists-at-your-own-peril-us-ambassador,Politics,Independent,arrest journalist peril us ambassador realli happi starlink think lot room starlink grow,1
Short-term inflation spike fears mount,https://www.theindependent.co.zw/local-news/article/200041416/short-term-inflation-spike-fears-mount,Politics,Independent,shortterm inflat spike fear mount week analyst warn without tighter monetari disciplin gap may widen,1
Construction boom spurs Willdale,https://www.theindependent.co.zw/local-news/article/200041408/construction-boom-spurs-willdale,Politics,Independent,construct boom spur willdal capex capit expenditur budget us4 million mainli fund new allweath plant,1
"Trevor Ncube spreads wings, launches new consultancy",https://www.theindependent.co.zw/local-news/article/200041404/trevor-ncube-spreads-wings-launches-new-consultancy,Politics,Independent,trevor ncube spread wing launch new consult ncube emphasis commun oneway flow messag,1
"US$200 million wiped off Zim mining industry... power cuts, slumping prices ravage first quarter",https://www.theindependent.co.zw/local-news/article/200041164/us200-million-wiped-off-zim-mining-industry-power-cuts-slumping-prices-ravage-first-quarter,Politics,Independent,us200 million wipe zim mine industri power cut slump price ravag first quarter kwesu urg author prioritis zimbabw product sector mine distribut avail electr,0
"US in dramatic policy, strategy shift",https://www.theindependent.co.zw/local-news/article/200041163/us-in-dramatic-policy-strategy-shift,Politics,Independent,us dramat polici strategi shift shift mark signific recalibr washington diplomat engag harar accord us ambassador zimbabw pamela tremont,1
"‘Super-rich’ coalition fights Mnangagwa road dualisation... US$11m project threatens Highlands’ iconic Musasa trees, climate",https://www.theindependent.co.zw/local-news/article/200041162/super-rich-coalition-fights-mnangagwa-road-dualisation-us11m-project-threatens-highlands-iconic-musasa-trees-climate,Politics,Independent,superrich coalit fight mnangagwa road dualis us11m project threaten highland icon musasa tree climat blueprint drive mnangagwa vision 2030 ambit,1
Ex-judge’s journey from bench to holding security to account,https://www.theindependent.co.zw/local-news/article/200041160/ex-judges-journey-from-bench-to-holding-security-to-account,Politics,Independent,exjudg journey bench hold secur account lead constitut bodi compos individu drawn variou sector divers profession background,3
"Govt clarifies US$1,9 billion Kuvimba deal",https://www.theindependent.co.zw/local-news/article/200041161/govt-clarifies-us19-billion-kuvimba-deal,Politics,Independent,govt clarifi us19 billion kuvimba deal mif chief execut john mangudya said bond 10year tenur threeyear grace period issu loan treasuri,3
ZimRe targets Ivory Coast in fresh push for African deals,https://www.theindependent.co.zw/local-news/article/200041153/zimre-targets-ivory-coast-in-fresh-push-for-african-deals,Politics,Independent,zimr target ivori coast fresh push african deal zhl chief oper offic chakanyuka nziradzemhuka,1
"Political gamble attracts mixed feelings... NTA proposal rebuked, embraced",https://www.theindependent.co.zw/local-news/article/200041116/political-gamble-attracts-mixed-feelings-nta-proposal-rebuked-embraced,Politics,Independent,polit gambl attract mix feel nta propos rebuk embrac ccc rip apart divis saw chamisa leav new leader take charg,1
Padenga's golden transformation powers record results,https://www.theindependent.co.zw/local-news/article/200040911/padengas-golden-transformation-powers-record-results,Politics,Independent,padenga golden transform power record result importantli compani return metric skyrocket return equiti increas 33 932,1
